INCIDENT_NUMBER,INCIDENT_TYPE,INCIDENT_DATE,INCIDENT_LOCATION,CITY,STATE,ZIP,REPORTING_DISTRICT,GEO_LOCATION,PERSON_AGE,PERSON_RACE,MENTAL_HEALTH_CONCERNS,CRIMINAL_HISTORY,WOUNDED,DECEASED,ON_PROBATION,ON_PAROLE,UNDER_THE_INFLUENCE,SUBSTANCE_NAME,#_INVOLVED_DEPUTIES,WEAPON_INVOLVED_CATEGORY,WEAPON_INVOLVED_CAT_DESC,APPROX_LATITUDE,APPROX_LONGITUDE
1000942,HIT SHOOTING INCIDENT,12/15/16 22:49,15600 WINDRUSH DRIVE,HACIENDA HEIGHTS,CA,91745,1475,"15600 WINDRUSH DRIVE
HACIENDA HEIGHTS, CA 91745
(33.978779, -117.97434)",60,WHITE,N,N,N,Y,N,N,Y,ALCOHOL,6,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.978779,-117.97434
1001626,HIT SHOOTING INCIDENT,11/1/18 3:22,2600 PELLISSIER PLACE,CITY OF INDUSTRY,CA,90601,1410,"2600 PELLISSIER PLACE
CITY OF INDUSTRY, CA 90601
(34.025271, -118.037851)",31,BLACK,N,,Y,N,,,N,,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,34.025271,-118.037851
1000425,HIT SHOOTING INCIDENT,11/9/12 10:12,45900 DESERT SPRINGS ROAD,LANCASTER,CA,93534,641,"45900 DESERT SPRINGS ROAD
LANCASTER, CA 93534
(34.716759, -118.147769)",60,WHITE,N,N,N,Y,N,N,N,,11,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.716759,-118.147769
1000347,HIT SHOOTING INCIDENT,3/26/11 1:55,200 SOUTH ROSEMEAD BOULEVARD,PASADENA,CA,91107,590,"200 SOUTH ROSEMEAD BOULEVARD
PASADENA, CA 91107
(34.142774, -118.073242)",27,WHITE,N,Y,Y,N,Y,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.142774,-118.073242
1000409,NON-HIT SHOOTING INCIDENT,7/22/12 21:54,BARING CROSS STREET AND CENTURY BLVD,LOS ANGELES,CA,90047,370,"BARING CROSS STREET AND CENTURY BLVD
LOS ANGELES, CA 90047
(33.94550098277082, -118.28934800403356)",22,BLACK,N,N,N,N,,,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.94550098,-118.289348
1000460,HIT SHOOTING INCIDENT,9/25/13 14:50,1700 BURNSIDE AVENUE,LOS ANGELES,CA,90019,3499,"1700 BURNSIDE AVENUE
LOS ANGELES, CA 90019
(34.043173, -118.356797)",51,BLACK,N,Y,Y,N,Y,Y,N,,2,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.043173,-118.356797
1000421,HIT SHOOTING INCIDENT,10/24/12 18:18,1600 E SAN LUIS STREET,COMPTON,CA,90221,2826,"1600 E SAN LUIS STREET
COMPTON, CA 90221
(33.896898, -118.205425)",27,BLACK,N,Y,Y,N,Y,Y,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896898,-118.205425
1000480,NON-HIT SHOOTING INCIDENT,3/25/14 21:12,300 WEST REEVE STREET,COMPTON,CA,90220,2836,"300 WEST REEVE STREET
COMPTON, CA 90220
(33.886765, -118.225919)",24,BLACK,N,Y,N,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.886765,-118.225919
1000331,HIT SHOOTING INCIDENT,11/26/10 21:16,18500 COLIMA ROAD,ROWLAND HEIGHTS,CA,91748,2931,"18500 COLIMA ROAD
ROWLAND HEIGHTS, CA 91748
(33.98808, -117.90122)",31,HISPANIC,N,Y,N,Y,Y,N,Y,PCP,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.98808,-117.90122
1000292,HIT SHOOTING INCIDENT,3/9/10 11:32,6300 BEAR AVENUE,BELL GARDENS,CA,90201,3199,"6300 BEAR AVENUE
BELL GARDENS, CA 90201
(33.980614, -118.197058)",55,HISPANIC,Y,N,Y,N,Y,N,Y,STIMULANT,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.980614,-118.197058
1000291,HIT SHOOTING INCIDENT,2/26/10 4:29,NORWALK BOULEVARD AND CAMBRIAN STREET,ARTESIA,CA,90701,1349,"NORWALK BOULEVARD AND CAMBRIAN STREET
ARTESIA, CA 90701
(33.85705101617263, -118.07228900610721)",35,BLACK,N,N,Y,N,Y,N,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.85705102,-118.072289
1000494,HIT SHOOTING INCIDENT,8/9/14 4:12,GRAND AVENUE AND PACIFIC BOULEVARD,WALNUT PARK,CA,90255,6835,"GRAND AVENUE AND PACIFIC BOULEVARD
WALNUT PARK, CA 90255
(33.969153, -118.225208)",41,HISPANIC,N,N,N,Y,Y,N,Y,CNS STIMULANT,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.969153,-118.225208
1001168,HIT SHOOTING INCIDENT,7/4/17 13:50,1600 EAST AVENUE Q-10,PALMDALE,CA,93550,2610,"1600 EAST AVENUE Q-10
PALMDALE, CA 93550
(34.577415, -118.098388)",31,HISPANIC,N,,Y,N,,N,Y,CNS STIMULANT,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.577415,-118.098388
1000458,HIT SHOOTING INCIDENT,9/17/13 16:27,3RD STREET AND  HUMPHREYS AVENUE,EAST LOS ANGELES,CA,90063,283,"3RD STREET AND HUMPHREYS AVENUE
EAST LOS ANGELES, CA 90063
(34.033221, -118.171927)",31,HISPANIC,N,Y,Y,N,N,N,Y,CNS STIMULANT,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.033221,-118.171927
1000408,HIT SHOOTING INCIDENT,7/1/12 0:00,500 SOUTH LONG BEACH BLVD,COMPTON,CA,90220,2846,"500 SOUTH LONG BEACH BLVD
COMPTON, CA 90220
(33.891935, -118.207681)",21,HISPANIC,N,N,Y,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.891935,-118.207681
1001166,NON-HIT SHOOTING INCIDENT,6/26/17 8:30,6000 ROSEMEAD BLVD,PICO RIVERA,CA,90660,1515,"6000 ROSEMEAD BLVD
PICO RIVERA, CA 90660
(33.990752, -118.091626)",50,HISPANIC,N,Y,,,Y,N,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.990752,-118.091626
1001461,HIT SHOOTING INCIDENT,4/4/18 19:23,1000 S. LEONARD AVENUE,LOS ANGELES,CA,90022,227,"1000 S. LEONARD AVENUE
LOS ANGELES, CA 90022
(34.017398, -118.14322)",42,HISPANIC,N,Y,Y,N,Y,Y,,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.017398,-118.14322
1000489,HIT SHOOTING INCIDENT,6/24/14 21:51,POINSETTIA AVENUE AND PALMER STREET,COMPTON,CA,90221,2824,"POINSETTIA AVENUE AND PALMER STREET
COMPTON, CA 90221
(33.89835897549747, -118.2095000156428)",24,BLACK,N,Y,Y,N,N,Y,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.89835898,-118.2095
1000384,HIT SHOOTING INCIDENT,2/22/12 21:38,6500 ROSEMEAD BLVD,PICO RIVERA,CA,90660,1515,"6500 ROSEMEAD BLVD
PICO RIVERA, CA 90660
(33.986923, -118.094032)",29,HISPANIC,N,Y,Y,N,N,Y,N,,5,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.986923,-118.094032
1000717,HIT SHOOTING INCIDENT,3/30/16 15:25,6400 NORTHSIDE DRIVE,EAST LOS ANGLES,CA,90022,287,"6400 NORTHSIDE DRIVE
EAST LOS ANGLES, CA 90022
(34.01236766947183, -118.12693437315657)",33,HISPANIC,N,N,N,Y,,,,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.01236767,-118.1269344
1000397,NON-HIT SHOOTING INCIDENT,3/16/12 8:49,8600 GRAHAM AVENUE,LOS ANGELES,CA,90001,2174,"8600 GRAHAM AVENUE
LOS ANGELES, CA 90001
(33.960158, -118.243073)",15,BLACK,N,N,N,N,N,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,33.960158,-118.243073
1000413,HIT SHOOTING INCIDENT,8/24/12 14:11,9400 FLORA VISTA,BELLFLOWER,CA,90706,1332,"9400 FLORA VISTA
BELLFLOWER, CA 90706
(33.8903211126373, -118.13380412748718)",22,BLACK,N,N,N,Y,N,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.89032111,-118.1338041
1000335,HIT SHOOTING INCIDENT,1/11/11 19:17,600 N. BRANNICK AVENUE,LOS ANGELES,CA,90063,275,"600 N. BRANNICK AVENUE
LOS ANGELES, CA 90063
(34.04343, -118.177967)",37,HISPANIC,N,Y,N,Y,Y,Y,Y,PCP,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.04343,-118.177967
1000289,HIT SHOOTING INCIDENT,1/14/10 15:41,500 WEST GARDENA BOULEVARD,LOS ANGELES,CA,90248,1699,"500 WEST GARDENA BOULEVARD
LOS ANGELES, CA 90248
(33.881832, -118.282796)",43,HISPANIC,N,Y,Y,N,Y,Y,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.881832,-118.282796
1001644,HIT SHOOTING INCIDENT,2/17/19 18:10,500 WEST MILLING STREET,LANCASTER,CA,93534,1122,"500 WEST MILLING STREET
LANCASTER, CA 93534
(34.696565, -118.136651)",32,HISPANIC,Y,,Y,,,,,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.696565,-118.136651
1000398,NON-HIT SHOOTING INCIDENT,4/17/12 16:10,CEDAR STREET WEST OF BELLFLOWER BLVD,BELLFLOWER,CA,90706,1334,"CEDAR STREET WEST OF BELLFLOWER BLVD
BELLFLOWER, CA 90706
(33.871191, -118.125184)",35,HISPANIC,N,N,N,N,Y,N,N,,1,E-1,"FLEEING SUSPECT:  Probable cause, Posed a threat of serious physical harm to deputy and/or others (Tennessee v Garner)",33.871191,-118.125184
1001139,HIT SHOOTING INCIDENT,5/24/17 23:40,900 NORTH SANTA FE AVENUE,COMPTON,CA,90211,2822,"900 NORTH SANTA FE AVENUE
COMPTON, CA 90211
(33.903225, -118.216287)",25,HISPANIC,N,Y,N,Y,N,N,Y,CNS STIMULANT,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.903225,-118.216287
1000435,HIT SHOOTING INCIDENT,4/20/13 20:30,9600 ATLANTIC AVENUE,SOUTH GATE,CA,90280,2199,"9600 ATLANTIC AVENUE
SOUTH GATE, CA 90280
(33.944978, -118.180758)",37,HISPANIC,N,Y,Y,N,Y,Y,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.944978,-118.180758
1001789,HIT SHOOTING INCIDENT,11/13/19 8:35,"4200 DOZIER STREET (ESTEBAN E. TORRES HIGH SCHOOL
)",LOS ANGELES,CA,90063,280,"4200 DOZIER STREET (ESTEBAN E. TORRES HIGH SCHOOL )
LOS ANGELES, CA 90063
(34.042407, -118.173655)",37,HISPANIC,Y,N,,Y,,,,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.042407,-118.173655
1001543,HIT SHOOTING INCIDENT,6/28/18 8:41,2600 ROSEMEAD BLVD,SOUTH EL MONTE,CA,91733,560,"2600 ROSEMEAD BLVD
SOUTH EL MONTE, CA 91733
(34.062731, -118.065439)",55,HISPANIC,N,N,Y,N,,,,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.062731,-118.065439
1001747,HIT SHOOTING INCIDENT,8/2/19 9:29,GARFIELD AVENUE AT CENTURY BOULEVARD,SOUTH GATE,CA,90280,1361,"GARFIELD AVENUE AT CENTURY BOULEVARD
SOUTH GATE, CA 90280
(33.914619, -118.168995)",,,Y,N,Y,,,,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.914619,-118.168995
1001602,HIT SHOOTING INCIDENT,9/24/18 23:26,3600 MEISNER STREET,EAST LOS ANGELES,CA,90063,272,"3600 MEISNER STREET
EAST LOS ANGELES, CA 90063
(34.050118, -118.186109)",42,HISPANIC,,,,Y,,,,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.050118,-118.186109
1000363,HIT SHOOTING INCIDENT,10/13/11 11:40,3100 HEATHER AVENUE,PALMDALE,CA,93550,2608,"3100 HEATHER AVENUE
PALMDALE, CA 93550
(34.566778, -118.074555)",32,BLACK,N,Y,N,Y,Y,Y,N,,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.566778,-118.074555
1001708,HIT SHOOTING INCIDENT,3/16/19 21:14,4000 KARLING PLACE,PALMDALE,CA,93552,2607,"4000 KARLING PLACE
PALMDALE, CA 93552
(34.56305, -118.057679)",,WHITE,N,N,,Y,,,,,3,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",34.56305,-118.057679
1000371,HIT SHOOTING INCIDENT,12/28/11 16:30,8800 OAK STREET,BELLFLOWER,CA,90706,1335,"8800 OAK STREET
BELLFLOWER, CA 90706
(33.884696, -118.144659)",22,HISPANIC,N,Y,Y,N,Y,Y,Y,HALLUCINOGEN,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.884696,-118.144659
1000314,HIT SHOOTING INCIDENT,10/1/10 12:45,43200 18TH STREET WEST,LANCASTER,CA,93534,1126,"43200 18TH STREET WEST
LANCASTER, CA 93534
(34.66809, -118.163453)",27,HISPANIC,N,N,Y,N,N,N,,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.66809,-118.163453
1000470,NON-HIT SHOOTING INCIDENT,11/1/13 8:09,8800 E SLAUSON AVENUE,PICO RIVERA,CA,90660,1516,"8800 E SLAUSON AVENUE
PICO RIVERA, CA 90660
(33.971916, -118.107992)",51,HISPANIC,Y,Y,N,N,Y,Y,N,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.971916,-118.107992
1002015,HIT SHOOTING INCIDENT,10/6/20 23:15,1000 HARBOR UCLA MEDICAL CENTER WEST CARSON STREET,TORRANCE,CA,90502,8545,"1000 HARBOR UCLA MEDICAL CENTER WEST CARSON STREET
TORRANCE, CA 90502
(33.828084, -118.295051)",,H,,,Y,,,,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.828084,-118.295051
1000455,HIT SHOOTING INCIDENT,2/1/13 8:00,300 N LEMON AVENUE,WALNUT,CA,91789,2914,"300 N LEMON AVENUE
WALNUT, CA 91789
(34.018718, -117.865087)",35,HISPANIC,N,Y,Y,N,Y,Y,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.018718,-117.865087
1000396,HIT SHOOTING INCIDENT,3/8/12 15:30,215TH STREET AND ELAINE AVENUE,HAWAIIAN GARDENS,CA,90716,3674,"215TH STREET AND ELAINE AVENUE
HAWAIIAN GARDENS, CA 90716
(33.83404302223223, -118.07651800736792)",24,HISPANIC,N,N,Y,N,Y,N,N,,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.83404302,-118.076518
1001261,NON-HIT SHOOTING INCIDENT,9/8/17 3:14,17300 EAST TEMPLE AVENUE,VALINDA,CA,91744,1442,"17300 EAST TEMPLE AVENUE
VALINDA, CA 91744
(34.024665, -117.916939)",53,HISPANIC,N,N,,,N,N,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.024665,-117.916939
1000296,HIT SHOOTING INCIDENT,4/18/10 0:42,11700 WILLOWBROOK AVENUE,LOS ANGELES,CA,90059,6851,"11700 WILLOWBROOK AVENUE
LOS ANGELES, CA 90059
(33.926853, -118.236724)",24,HISPANIC,N,Y,Y,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.926853,-118.236724
1000512,HIT SHOOTING INCIDENT,1/24/15 20:54,3900 DENNISON STREET,LOS ANGELES,CA,90022,278,"3900 DENNISON STREET
LOS ANGELES, CA 90022
(34.020610940236864, -118.19119472488843)",16,HISPANIC,N,N,Y,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.02061094,-118.1911947
1000497,HIT SHOOTING INCIDENT,8/26/14 13:04,12200 SANTA FE AVENUE,COMPTON,CA,90222,2116,"12200 SANTA FE AVENUE
COMPTON, CA 90222
(33.916817, -118.217536)",45,BLACK,N,Y,N,Y,N,N,N,,3,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.916817,-118.217536
1000396,HIT SHOOTING INCIDENT,3/8/12 15:30,215TH STREET AND ELAINE AVENUE,HAWAIIAN GARDENS,CA,90716,3674,"215TH STREET AND ELAINE AVENUE
HAWAIIAN GARDENS, CA 90716
(33.83404302223223, -118.07651800736792)",22,HISPANIC,N,N,Y,N,Y,N,N,,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.83404302,-118.076518
1000313,HIT SHOOTING INCIDENT,3/6/10 3:30,3800 FIRESTONE BLVD.,SOUTH GATE,CA,90280,2199,"3800 FIRESTONE BLVD.
SOUTH GATE, CA 90280
(33.953839, -118.202349)",29,HISPANIC,N,Y,Y,N,Y,N,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.953839,-118.202349
1001342,HIT SHOOTING INCIDENT,12/10/17 21:26,11900 DROXFORD STREET,ARTESIA,CA,90701,1349,"11900 DROXFORD STREET
ARTESIA, CA 90701
(33.862836, -118.076735)",49,HISPANIC,N,Y,N,Y,N,N,Y,OTHER/UNKNOWN,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.862836,-118.076735
1000514,NON-HIT SHOOTING INCIDENT,2/12/15 0:23,2000 EL MOLINO AVENUE,ALTADENA,CA,91001,774,"2000 EL MOLINO AVENUE
ALTADENA, CA 91001
(34.180031, -118.13645)",18,BLACK,N,Y,N,N,N,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.180031,-118.13645
1000296,HIT SHOOTING INCIDENT,4/18/10 0:42,11700 WILLOWBROOK AVENUE,LOS ANGELES,CA,90059,6851,"11700 WILLOWBROOK AVENUE
LOS ANGELES, CA 90059
(33.926853, -118.236724)",17,HISPANIC,,,Y,N,,,,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.926853,-118.236724
1001645,HIT SHOOTING INCIDENT,3/14/19 22:31,7600 SEVILLE AVENUE,WALNUT PARK,CA,90255,2178,"7600 SEVILLE AVENUE
WALNUT PARK, CA 90255
(33.970539, -118.222421)",24,HISPANIC,N,N,Y,,,,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.970539,-118.222421
1000493,HIT SHOOTING INCIDENT,8/1/14 4:49,9000 ROSEHEDGE DRIVE,PICO RIVERA,CA,90660,1514,"9000 ROSEHEDGE DRIVE
PICO RIVERA, CA 90660
(33.993633, -118.087458)",54,HISPANIC,N,N,N,Y,N,N,N,,5,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.993633,-118.087458
1000519,NON-HIT SHOOTING INCIDENT,3/20/15 12:44,106TH STREET AND VERMONT AVENUE,LOS ANGELES,CA,90044,375,"106TH STREET AND VERMONT AVENUE
LOS ANGELES, CA 90044
(33.940006999255985, -118.29183402516512)",31,BLACK,N,Y,N,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.940007,-118.291834
1002014,HIT SHOOTING INCIDENT,10/6/20 12:40,7300 ROSECRANS AVENUE,PARAMOUNT,CA,90723,1364,"7300 ROSECRANS AVENUE
PARAMOUNT, CA 90723
(33.903584, -118.170212)",34,HISPANIC,N,N,Y,,,,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.903584,-118.170212
1000323,HIT SHOOTING INCIDENT,8/21/10 22:48,12000 CENTRAL AVENUE,LOS ANGELES,CA,90059,2140,"12000 CENTRAL AVENUE
LOS ANGELES, CA 90059
(33.923716, -118.254326)",24,BLACK,Y,N,Y,N,N,Y,N,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.923716,-118.254326
1000330,NON-HIT SHOOTING INCIDENT,11/17/10 9:10,1100 OAKS STREET,COMPTON,CA,90221,2823,"1100 OAKS STREET
COMPTON, CA 90221
(33.909204, -118.211543)",19,BLACK,N,N,N,N,,,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.909204,-118.211543
1002017,HIT SHOOTING INCIDENT,10/16/20 17:30,2200 EAST121ST STREET,COMPTON,CA,90222,2136,"2200 EAST121ST STREET
COMPTON, CA 90222
(33.922147, -118.231904)",25,BLACK,N,N,,Y,,,,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.922147,-118.231904
1000304,HIT SHOOTING INCIDENT,6/9/10 1:59,1800 MORNINGSIDE COURT,AZUSA,CA,91702,3199,"1800 MORNINGSIDE COURT
AZUSA, CA 91702
(34.15647, -117.910953)",25,HISPANIC,N,Y,N,Y,Y,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.15647,-117.910953
1001421,HIT SHOOTING INCIDENT,3/6/18 3:36,29400 MCVICKER CANYON PARK ROAD,LAKE ELSINORE,CA,92530,3199,"29400 MCVICKER CANYON PARK ROAD
LAKE ELSINORE, CA 92530
(33.693043, -117.413218)",19,HISPANIC,N,N,Y,N,N,N,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.693043,-117.413218
1000443,HIT SHOOTING INCIDENT,4/9/13 1:49,4000 AGNES AVENUE,LYNWOOD,CA,90262,2117,"4000 AGNES AVENUE
LYNWOOD, CA 90262
(33.916646, -118.199703)",25,HISPANIC,N,Y,N,Y,Y,Y,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.916646,-118.199703
1000386,HIT SHOOTING INCIDENT,2/26/12 19:34,16900 CEDARWOOD COURT,CERRITOS,CA,90703,1348,"16900 CEDARWOOD COURT
CERRITOS, CA 90703
(33.877673, -118.067065)",45,HISPANIC,N,Y,Y,N,Y,Y,Y,ALCOHOL,3,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.877673,-118.067065
1000316,NON-HIT SHOOTING INCIDENT,8/20/10 22:30,25300 CHIQUELLA LANE,STEVENSON RANCH,CA,91381,623,"25300 CHIQUELLA LANE
STEVENSON RANCH, CA 91381
(34.378042, -118.566563)",49,WHITE,N,N,N,N,N,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.378042,-118.566563
1000447,HIT SHOOTING INCIDENT,6/22/13 21:44,15600 LOUKELTON STREET,LA PUENTE,CA,91744,1432,"15600 LOUKELTON STREET
LA PUENTE, CA 91744
(34.034448, -117.94669)",24,HISPANIC,N,Y,N,Y,Y,N,Y,MARIJUANA,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.034448,-117.94669
1000293,HIT SHOOTING INCIDENT,3/24/10 0:14,3900 DOBINSON STREET,LOS ANGELES,CA,90063,272,"3900 DOBINSON STREET
LOS ANGELES, CA 90063
(34.048984, -118.18256)",31,HISPANIC,Y,N,Y,N,Y,N,Y,ALCOHOL,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.048984,-118.18256
1001623,HIT SHOOTING INCIDENT,10/7/18 6:50,2100 NORTH LONG BEACH BLVD,COMPTON,CA,90221,2823,"2100 NORTH LONG BEACH BLVD
COMPTON, CA 90221
(33.903536, -118.208442)",36,HISPANIC,N,N,Y,N,,,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.903536,-118.208442
1001341,NON-HIT SHOOTING INCIDENT,12/6/17 2:14,109th Place / Avalon Boulevard,LOS ANGELES,CA,90061,2199,"109th Place / Avalon Boulevard
LOS ANGELES, CA 90061
(33.938318, -118.265225)",28,HISPANIC,N,N,,,N,N,N,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.938318,-118.265225
1000309,NON-HIT SHOOTING INCIDENT,6/27/10 3:20,22400 PLATINO AVENUE,MISSION VIEJO,CA,92691,5199,"22400 PLATINO AVENUE
MISSION VIEJO, CA 92691
(33.637413, -117.664361)",21,WHITE,N,Y,N,N,Y,N,Y,ALCOHOL,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.637413,-117.664361
1000498,HIT SHOOTING INCIDENT,9/17/14 22:49,COMPTON BOULEVARD AND PAULSON AVENUE,COMPTON,CA,90220,2814,"COMPTON BOULEVARD AND PAULSON AVENUE
COMPTON, CA 90220
(33.8959089820034, -118.23563101878302)",22,HISPANIC,N,N,Y,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.89590898,-118.235631
1000502,HIT SHOOTING INCIDENT,10/29/14 0:00,4200 164TH STREET,LAWNDALE,CA,90260,334,"4200 164TH STREET
LAWNDALE, CA 90260
(33.881847, -118.349682)",23,WHITE,Y,N,Y,N,N,N,N,,3,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.881847,-118.349682
1001100,NON-HIT SHOOTING INCIDENT,4/9/17 12:56,15700 MAPLEGROVE AVENUE,LA PUENTE,CA,91744,1440,"15700 MAPLEGROVE AVENUE
LA PUENTE, CA 91744
(34.045045, -117.939911)",29,HISPANIC,N,N,,,Y,N,Y,MARIJUANA,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.045045,-117.939911
1000450,HIT SHOOTING INCIDENT,7/19/13 11:43,6800 DUCHESS DR,WHITTIER,CA,90606,1575,"6800 DUCHESS DR
WHITTIER, CA 90606
(33.982453, -118.062603)",29,WHITE,N,Y,N,Y,Y,Y,Y,MARIJUANA,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.982453,-118.062603
1000350,NON-HIT SHOOTING INCIDENT,4/11/11 23:20,1100 DOHENY DRIVE,WEST HOLLYWOOD,CA,90069,978,"1100 DOHENY DRIVE
WEST HOLLYWOOD, CA 90069
(34.090586, -118.38975)",21,HISPANIC,N,N,N,N,Y,N,Y,ALCOHOL,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.090586,-118.38975
1000430,NON-HIT SHOOTING INCIDENT,1/29/13 18:40,1100 EAST 65TH STREET,LOS ANGELES,CA,90002,2170,"1100 EAST 65TH STREET
LOS ANGELES, CA 90002
(33.980835, -118.256358)",15,HISPANIC,N,N,N,N,N,N,Y,MARIJUANA,1,B-4,"WEAPON - OTHER:  Perception shooting, Suspect actions and/or info suggest suspect was armed, Weapon not seen/not recovered",33.980835,-118.256358
1000480,NON-HIT SHOOTING INCIDENT,3/25/14 21:12,300 WEST REEVE STREET,COMPTON,CA,90220,2836,"300 WEST REEVE STREET
COMPTON, CA 90220
(33.886765, -118.225919)",17,BLACK,N,Y,N,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.886765,-118.225919
